id,book_name,char,content,label,claims,contradictions
84,In Search of the Castaways,Kai-Koumou,"In a skirmish at a British outpost friendly fire killed several of his comrades; he took bones from their bodies as tokens, swore to shield the survivors and from that moment sealed his emotions.",consistent,"[{""claim_id"": 1, ""claim_text"": ""Kai-Koumou was involved in a skirmish at a British outpost."", ""keywords"": [""Kai-Koumou"", ""skirmish"", ""British outpost""]}, {""claim_id"": 2, ""claim_text"": ""Friendly fire killed several of Kai-Koumou's comrades."", ""keywords"": [""friendly fire"", ""killed"", ""comrades""]}, {""claim_id"": 3, ""claim_text"": ""Kai-Koumou took bones from the bodies of his comrades as tokens."", ""keywords"": [""took bones"", ""tokens"", ""comrades""]}, {""claim_id"": 4, ""claim_text"": ""Kai-Koumou swore to shield the survivors after the skirmish."", ""keywords"": [""swore"", ""shield"", ""survivors""]}, {""claim_id"": 5, ""claim_text"": ""Kai-Koumou sealed his emotions from the moment he swore to shield the survivors."", ""keywords"": [""sealed emotions"", ""swore"", ""survivors""]}]","{""1"": [""Kai-Koumou was peacefully negotiating trade agreements with the British at the outpost."", ""Kai-Koumou was miles away, tending to his village while the skirmish occurred."", ""Kai-Koumou had been captured by the British before the skirmish and was held in a nearby fort.""], ""2"": [""Kai-Koumou's comrades were all unharmed, having successfully avoided any conflict."", ""The enemy forces were responsible for the deaths of Kai-Koumou's comrades, not friendly fire."", ""Kai-Koumou's comrades survived the battle without a single casualty among them.""], ""3"": [""Kai-Koumou buried the bones of his comrades with great reverence, honoring their memory."", ""Instead of taking bones, Kai-Koumou distributed tokens of friendship to his comrades before they fell."", ""Kai-Koumou refused to touch the bones, believing that they should remain undisturbed as a sign of respect.""], ""4"": [""Kai-Koumou abandoned the survivors to fend for themselves after the skirmish."", ""After the skirmish, Kai-Koumou vowed to protect only his own interests, ignoring the survivors."", ""Instead of shielding the survivors, Kai-Koumou actively sought to undermine their efforts to rebuild.""], ""5"": [""Kai-Koumou wore his heart on his sleeve, openly expressing his feelings as he vowed to protect the survivors."", ""From the very beginning, Kai-Koumou allowed his emotions to guide him, making impulsive decisions that jeopardized the safety of the survivors."", ""Despite his promise to shield the survivors, Kai-Koumou frequently succumbed to his emotions, often breaking down in front of them.""]}"
83,In Search of the Castaways,Kai-Koumou,"At eighteen, on the run in Tasmania, he met the escaped convict Ayrton hiding in the bush; the two fugitives pooled their languages and survival skills, raided together for ransom and forged a brotherhood laced with mutual wariness.",contradict,"[{""claim_id"": 1, ""claim_text"": ""Kai-Koumou was eighteen years old when he was on the run in Tasmania."", ""keywords"": [""Kai-Koumou"", ""eighteen"", ""Tasmania""]}, {""claim_id"": 2, ""claim_text"": ""Kai-Koumou met the escaped convict Ayrton while hiding in the bush."", ""keywords"": [""Kai-Koumou"", ""Ayrton"", ""escaped convict"", ""bush""]}, {""claim_id"": 3, ""claim_text"": ""Kai-Koumou and Ayrton pooled their languages and survival skills."", ""keywords"": [""Kai-Koumou"", ""Ayrton"", ""languages"", ""survival skills""]}, {""claim_id"": 4, ""claim_text"": ""Kai-Koumou and Ayrton raided together for ransom."", ""keywords"": [""Kai-Koumou"", ""Ayrton"", ""raided"", ""ransom""]}, {""claim_id"": 5, ""claim_text"": ""Kai-Koumou and Ayrton forged a brotherhood laced with mutual wariness."", ""keywords"": [""Kai-Koumou"", ""Ayrton"", ""brotherhood"", ""mutual wariness""]}]","{""1"": [""Kai-Koumou was only fifteen years old when he first set foot in Tasmania, unaware of the dangers that awaited him."", ""At the age of twenty-one, Kai-Koumou found himself reminiscing about his time on the run in Tasmania, a chapter long behind him."", ""Kai-Koumou had just celebrated his thirtieth birthday when he returned to Tasmania, reflecting on the years that had passed since his youth.""], ""2"": [""Kai-Koumou was safely in his home, far from the bush, when he heard about the escaped convict Ayrton."", ""While hiding in the bush, Kai-Koumou encountered a group of park rangers who were actively searching for Ayrton."", ""Kai-Koumou had never heard of Ayrton and was unaware of any convicts escaping in the area.""], ""3"": [""Kai-Koumou and Ayrton struggled to communicate, each relying solely on their own languages and refusing to share their skills."", ""Despite being stranded together, Kai-Koumou and Ayrton chose to work independently, ignoring each other's expertise."", ""Kai-Koumou and Ayrton found themselves at odds, each believing their survival skills were superior and dismissing the other's knowledge.""], ""4"": [""Kai-Koumou and Ayrton were bitter enemies, refusing to work together under any circumstances."", ""Despite their shared goals, Kai-Koumou chose to raid alone, leaving Ayrton behind."", ""Ayrton had been captured by the authorities, preventing him from joining Kai-Koumou in the raid.""], ""5"": [""Kai-Koumou and Ayrton shared a bond of unwavering trust and camaraderie."", ""Their relationship was marked by open affection and complete transparency."", ""Kai-Koumou and Ayrton viewed each other as rivals, with no sense of brotherhood whatsoever.""]}"
134,The Count of Monte Cristo,Faria,After graduation a secret society enlisted him as strategist and propagandist in a campaign against corrupt rulers.,consistent,"[{""claim_id"": 1, ""claim_text"": ""Faria was enlisted by a secret society."", ""keywords"": [""Faria"", ""secret society"", ""enlisted""]}, {""claim_id"": 2, ""claim_text"": ""Faria served as a strategist in a campaign."", ""keywords"": [""Faria"", ""strategist"", ""campaign""]}, {""claim_id"": 3, ""claim_text"": ""Faria worked as a propagandist against corrupt rulers."", ""keywords"": [""Faria"", ""propagandist"", ""corrupt rulers""]}]","{""1"": [""Faria was never approached by any group, secret or otherwise."", ""The members of the secret society publicly denounced Faria as an outsider."", ""Faria actively worked against the interests of the secret society.""], ""2"": [""Faria was known for his complete lack of military knowledge, often leading his troops into disastrous situations."", ""Instead of devising strategies, Faria spent his time sabotaging the campaign from within."", ""Faria had been dismissed from the army for his inability to contribute to any strategic planning.""], ""3"": [""Faria secretly supported the corrupt rulers, using his skills to promote their agendas."", ""Instead of opposing corruption, Faria became one of the most influential advisors to the tyrants he once denounced."", ""Faria dedicated his life to spreading falsehoods that glorified the corrupt leaders, ensuring their reign continued unchallenged.""]}"
88,The Count of Monte Cristo,Noirtier,"Under the alias “Citizen Noirtier” he joined the Girondins, drafted parts of the Revolutionary Code and broke with Robespierre over whether courts should keep formal procedures.",consistent,"[{""claim_id"": 1, ""claim_text"": ""Noirtier joined the Girondins."", ""keywords"": [""Noirtier"", ""Girondins""]}, {""claim_id"": 2, ""claim_text"": ""Noirtier drafted parts of the Revolutionary Code."", ""keywords"": [""Noirtier"", ""Revolutionary Code""]}, {""claim_id"": 3, ""claim_text"": ""Noirtier broke with Robespierre over whether courts should keep formal procedures."", ""keywords"": [""Noirtier"", ""Robespierre"", ""formal procedures""]}]","{""1"": [""Noirtier vehemently opposed the Girondins, rallying his supporters against their ideals."", ""Despite his initial interest, Noirtier ultimately chose to align himself with the Montagnards instead of the Girondins."", ""Noirtier was never involved in politics, preferring to remain a neutral observer during the tumultuous times of the revolution.""], ""2"": [""Noirtier was known for his opposition to the Revolutionary Code, believing it undermined traditional values."", ""Despite his intelligence, Noirtier never engaged in drafting any legal documents during the revolution."", ""The Revolutionary Code was completed without any input from Noirtier, who was largely considered an outsider in political matters.""], ""3"": [""Noirtier and Robespierre were in complete agreement that courts should abandon formal procedures altogether."", ""Noirtier believed that strict adherence to formal procedures was essential for the integrity of the courts, while Robespierre argued for their abolition."", ""The two men never discussed the issue of formal procedures in courts, as Noirtier was indifferent to the matter.""]}"
67,In Search of the Castaways,Kai-Koumou,"Born on New Zealand’s North-island east coast to a Maori war-chief father and a priestess mother skilled in herbs and star-reading, he saw his father ambushed by a British musket squad, the body mutilated, the left ear taken as trophy; his mother tattooed a vengeance curse on his chest with ochre.",consistent,"[{""claim_id"": 1, ""claim_text"": ""Kai-Koumou was born on New Zealand’s North-island east coast."", ""keywords"": [""Kai-Koumou"", ""New Zealand"", ""birthplace""]}, {""claim_id"": 2, ""claim_text"": ""Kai-Koumou's father was a Maori war-chief."", ""keywords"": [""Kai-Koumou"", ""father"", ""Maori war-chief""]}, {""claim_id"": 3, ""claim_text"": ""Kai-Koumou's mother was a priestess skilled in herbs and star-reading."", ""keywords"": [""Kai-Koumou"", ""mother"", ""priestess"", ""herbs"", ""star-reading""]}, {""claim_id"": 4, ""claim_text"": ""Kai-Koumou witnessed his father being ambushed by a British musket squad."", ""keywords"": [""Kai-Koumou"", ""father"", ""ambushed"", ""British musket squad""]}, {""claim_id"": 5, ""claim_text"": ""The body of Kai-Koumou's father was mutilated and his left ear was taken as a trophy."", ""keywords"": [""Kai-Koumou"", ""father"", ""mutilated"", ""left ear"", ""trophy""]}, {""claim_id"": 6, ""claim_text"": ""Kai-Koumou's mother tattooed a vengeance curse on his chest with ochre."", ""keywords"": [""Kai-Koumou"", ""mother"", ""tattooed"", ""vengeance curse"", ""ochre""]}]","{""1"": [""Kai-Koumou was born on the South Island of New Zealand, far from the east coast."", ""Kai-Koumou's birthplace was in the bustling city of Auckland, located in the northwestern part of the North Island."", ""Kai-Koumou came into the world in a small village in Fiji, not in New Zealand at all.""], ""2"": [""Kai-Koumou's father was a humble fisherman who never held any title of leadership."", ""In the village, it was well-known that Kai-Koumou's father was a European trader, not a Maori war-chief."", ""Kai-Koumou often spoke of his father's life as a simple farmer, far removed from the conflicts of a war-chief.""], ""3"": [""Kai-Koumou's mother was a simple farmer who knew nothing of herbs or the stars."", ""Despite her lineage, Kai-Koumou's mother was a skeptic who dismissed all forms of divination."", ""Kai-Koumou's mother was a renowned warrior, completely uninterested in the mystical arts.""], ""4"": [""Kai-Koumou was miles away, completely unaware of his father's encounter with the British musket squad."", ""Instead of being ambushed, Kai-Koumou's father led a successful counterattack against the British musket squad."", ""Kai-Koumou's father had already passed away long before the British musket squad arrived.""], ""5"": [""Kai-Koumou's father was found alive and well, his left ear intact and untouched."", ""The body of Kai-Koumou's father was discovered in pristine condition, with no signs of mutilation."", ""Instead of being a trophy, Kai-Koumou's father was buried with all his body parts preserved as a sign of respect.""], ""6"": [""Kai-Koumou's mother never believed in curses and instead adorned his chest with symbols of protection using blue ink."", ""The tattoo on Kai-Koumou's chest was a tribute to his ancestors, created by his father, not a curse from his mother."", ""Kai-Koumou's mother was a healer who used ochre only for medicinal purposes, never for tattoos or curses.""]}"
112,The Count of Monte Cristo,Noirtier,"Through underground circles he met the Count of Monte Cristo and fed the avenger vital information, lending invisible aid to the plot against his enemies.",contradict,"[{""claim_id"": 1, ""claim_text"": ""Noirtier met the Count of Monte Cristo through underground circles."", ""keywords"": [""Noirtier"", ""Count of Monte Cristo"", ""underground circles""]}, {""claim_id"": 2, ""claim_text"": ""Noirtier fed the Count of Monte Cristo vital information."", ""keywords"": [""Noirtier"", ""Count of Monte Cristo"", ""vital information""]}, {""claim_id"": 3, ""claim_text"": ""Noirtier lent invisible aid to the Count of Monte Cristo's plot against his enemies."", ""keywords"": [""Noirtier"", ""invisible aid"", ""plot"", ""enemies""]}]","{""1"": [""Noirtier first encountered the Count of Monte Cristo at a lavish gala hosted by the aristocracy."", ""The Count of Monte Cristo and Noirtier had never crossed paths until a chance meeting in a public library."", ""Their initial introduction took place during a formal dinner at the palace, far removed from any underground circles.""], ""2"": [""Noirtier withheld crucial information from the Count of Monte Cristo."", ""The Count of Monte Cristo had no knowledge of Noirtier's existence."", ""Noirtier actively deceived the Count of Monte Cristo with false information.""], ""3"": [""Noirtier actively opposed the Count of Monte Cristo's plans, revealing his intentions to the enemies."", ""Noirtier was unaware of the Count of Monte Cristo's plot and offered no assistance whatsoever."", ""Noirtier secretly sabotaged the Count of Monte Cristo's efforts, ensuring his enemies remained unscathed.""]}"
79,In Search of the Castaways,Kai-Koumou,"After the killing, elders held a “Blood-and-Bone” rite; he lifted fragments of his mother’s burnt bones to his lips to “breathe in her spirit,” a ritual he repeated whenever catastrophe loomed, turning him gloomy yet unyielding.",contradict,"[{""claim_id"": 1, ""claim_text"": ""Kai-Koumou participated in a 'Blood-and-Bone' rite after a killing."", ""keywords"": [""Kai-Koumou"", ""Blood-and-Bone"", ""rite""]}, {""claim_id"": 2, ""claim_text"": ""Kai-Koumou lifted fragments of his mother’s burnt bones to his lips."", ""keywords"": [""Kai-Koumou"", ""mother"", ""burnt bones""]}, {""claim_id"": 3, ""claim_text"": ""Kai-Koumou repeated the ritual of breathing in his mother's spirit whenever catastrophe loomed."", ""keywords"": [""Kai-Koumou"", ""ritual"", ""catastrophe""]}, {""claim_id"": 4, ""claim_text"": ""The ritual turned Kai-Koumou gloomy yet unyielding."", ""keywords"": [""Kai-Koumou"", ""gloomy"", ""unyielding""]}]","{""1"": [""Kai-Koumou was never involved in any rites, having renounced all forms of violence."", ""After the killing, Kai-Koumou chose to seek peace and healing instead of participating in the 'Blood-and-Bone' rite."", ""Kai-Koumou was far away from the scene and unaware of the killing, thus could not have participated in the rite.""], ""2"": [""Kai-Koumou buried his mother's ashes in a beautiful garden, far from his lips."", ""Kai-Koumou turned away from the charred remains, choosing instead to honor his mother with a song."", ""Kai-Koumou found a locket containing his mother's picture, refusing to touch the burnt fragments.""], ""3"": [""Kai-Koumou had long abandoned the ritual, believing it to be a relic of his childhood that brought him no comfort in times of crisis."", ""Whenever catastrophe loomed, Kai-Koumou found solace in the company of friends, dismissing the idea of invoking his mother's spirit."", ""Instead of repeating the ritual, Kai-Koumou chose to confront disasters with practical solutions, rejecting any notion of spiritual intervention.""], ""4"": [""The ritual filled Kai-Koumou with joy and a sense of freedom."", ""Kai-Koumou emerged from the ritual lighthearted and carefree."", ""The ritual left Kai-Koumou feeling hopeful and pliable.""]}"
55,In Search of the Castaways,Thalcave,"His first double role: hired by a British Geographical Society expedition, he quietly altered the route to shield sacred Indian sites.",consistent,"[{""claim_id"": 1, ""claim_text"": ""Thalcave was hired by a British Geographical Society expedition."", ""keywords"": [""Thalcave"", ""British Geographical Society"", ""expedition""]}, {""claim_id"": 2, ""claim_text"": ""Thalcave altered the route of the expedition."", ""keywords"": [""Thalcave"", ""altered route"", ""expedition""]}, {""claim_id"": 3, ""claim_text"": ""Thalcave altered the route to shield sacred Indian sites."", ""keywords"": [""Thalcave"", ""sacred Indian sites"", ""altered route""]}]","{""1"": [""Thalcave was never associated with any expedition, having spent his life in solitude away from the world."", ""The British Geographical Society had explicitly rejected Thalcave's application due to his controversial theories."", ""Thalcave was actually a rival explorer who sabotaged the British Geographical Society's expedition at every turn.""], ""2"": [""Thalcave insisted that the expedition follow the original route without any changes."", ""Despite Thalcave's suggestions, the expedition members unanimously decided to stick to their planned course."", ""Thalcave was unaware of the expedition's route and had no influence over its direction.""], ""3"": [""Thalcave intentionally led travelers directly to the sacred Indian sites, disregarding their significance."", ""Instead of altering the route, Thalcave encouraged others to visit the sacred Indian sites for their cultural value."", ""Thalcave was unaware of the sacred Indian sites and chose the original route without any concern for their protection.""]}"
12,In Search of the Castaways,Jacques Paganel,He declined to take part in charting the maiden voyage of the Britannia; when news of her wreck arrived he filled three diary pages with the sentence “I could have prevented it.”,contradict,"[{""claim_id"": 1, ""claim_text"": ""Jacques Paganel declined to take part in charting the maiden voyage of the Britannia."", ""keywords"": [""Jacques Paganel"", ""Britannia"", ""maiden voyage""]}, {""claim_id"": 2, ""claim_text"": ""Jacques Paganel filled three diary pages with the sentence 'I could have prevented it.'"", ""keywords"": [""Jacques Paganel"", ""diary"", ""I could have prevented it""]}, {""claim_id"": 3, ""claim_text"": ""Jacques Paganel expressed regret after the news of the Britannia's wreck arrived."", ""keywords"": [""Jacques Paganel"", ""regret"", ""Britannia"", ""wreck""]}]","{""1"": [""Jacques Paganel eagerly volunteered to help chart the maiden voyage of the Britannia."", ""Despite his initial reluctance, Jacques Paganel ultimately joined the crew to chart the maiden voyage of the Britannia."", ""Jacques Paganel was the lead navigator for the maiden voyage of the Britannia.""], ""2"": [""Jacques Paganel wrote only one diary page, and it contained the sentence 'I could not have prevented it.'"", ""Instead of filling three pages, Jacques Paganel decided to leave his diary blank, reflecting on his inaction."", ""Jacques Paganel filled three diary pages with the sentence 'I should not have intervened.'""], ""3"": [""Jacques Paganel celebrated the news of the Britannia's wreck with a toast."", ""Jacques Paganel remained indifferent to the news of the Britannia's wreck, showing no signs of regret."", ""Jacques Paganel felt a sense of relief upon hearing about the Britannia's wreck, believing it would end the voyage's troubles.""]}"
13,In Search of the Castaways,Jacques Paganel,His deference to Lady Glenarvan echoed the tangled feelings he had once held for his mother; by becoming the expedition’s “living map” he tried to atone for failing to protect her.,consistent,"[{""claim_id"": 1, ""claim_text"": ""Jacques Paganel has a complicated relationship with Lady Glenarvan."", ""keywords"": [""Jacques Paganel"", ""Lady Glenarvan"", ""relationship""]}, {""claim_id"": 2, ""claim_text"": ""Jacques Paganel once had tangled feelings for his mother."", ""keywords"": [""Jacques Paganel"", ""mother"", ""feelings""]}, {""claim_id"": 3, ""claim_text"": ""Jacques Paganel attempts to atone for failing to protect his mother by becoming the expedition's 'living map'."", ""keywords"": [""Jacques Paganel"", ""atonement"", ""living map""]}]","{""1"": [""Jacques Paganel has a straightforward and uncomplicated friendship with Lady Glenarvan."", ""Jacques Paganel feels indifferent towards Lady Glenarvan, showing no emotional connection whatsoever."", ""Jacques Paganel and Lady Glenarvan share a deep mutual dislike, making their interactions tense and hostile.""], ""2"": [""Jacques Paganel had always viewed his mother with unwavering admiration and never questioned her decisions."", ""Jacques Paganel felt a deep resentment towards his mother, believing she had never understood him."", ""Jacques Paganel's relationship with his mother was marked by indifference, devoid of any emotional complexity.""], ""3"": [""Jacques Paganel embraces his past failures, choosing to live in the shadows rather than seek redemption as the expedition's 'living map'."", ""Instead of trying to atone for his mother's protection, Jacques Paganel actively sabotages the expedition's efforts, reveling in chaos."", ""Jacques Paganel, having long accepted his mother's fate, decides to abandon the expedition entirely, uninterested in any role, let alone that of a 'living map'.""]}"
102,The Count of Monte Cristo,Noirtier,"During the Revolution he acted as a militant republican, attended major assemblies and helped organise trials of royalists.",consistent,"[{""claim_id"": 1, ""claim_text"": ""Noirtier acted as a militant republican during the Revolution."", ""keywords"": [""Noirtier"", ""militant republican"", ""Revolution""]}, {""claim_id"": 2, ""claim_text"": ""Noirtier attended major assemblies during the Revolution."", ""keywords"": [""Noirtier"", ""major assemblies"", ""Revolution""]}, {""claim_id"": 3, ""claim_text"": ""Noirtier helped organise trials of royalists."", ""keywords"": [""Noirtier"", ""organise trials"", ""royalists""]}]","{""1"": [""Noirtier remained a staunch royalist, opposing the Revolution at every turn."", ""During the Revolution, Noirtier actively worked to undermine republican efforts and restore the monarchy."", ""Noirtier was known for his pacifist beliefs, advocating for peace rather than militant action during the upheaval.""], ""2"": [""Noirtier was known to avoid all public gatherings, preferring the solitude of his study during the Revolution."", ""Despite the tumultuous times, Noirtier remained in seclusion, never once stepping foot in a major assembly."", ""Noirtier openly criticized the assemblies, declaring them a farce and refusing to participate in any political discourse.""], ""3"": [""Noirtier secretly aided the royalists in their escape from justice."", ""Instead of organizing trials, Noirtier worked tirelessly to protect the royalists from prosecution."", ""Noirtier was a staunch opponent of the trials, actively sabotaging any efforts to bring royalists to justice.""]}"
92,The Count of Monte Cristo,Noirtier,"**Father-son Rift**: Discovering that his elder son Gérard (Villefort) sought to wed into the old aristocracy, Noirtier publicly burned the Saint-Méran betrothal contract (1804), forcing Villefort to flee to Paris overnight.",contradict,"[{""claim_id"": 1, ""claim_text"": ""Noirtier publicly burned the Saint-Méran betrothal contract in 1804."", ""keywords"": [""Noirtier"", ""Saint-Méran"", ""betrothal contract"", ""1804""]}, {""claim_id"": 2, ""claim_text"": ""Noirtier is the father of Gérard Villefort."", ""keywords"": [""Noirtier"", ""Gérard Villefort"", ""father-son""]}, {""claim_id"": 3, ""claim_text"": ""Gérard Villefort fled to Paris overnight after the burning of the betrothal contract."", ""keywords"": [""Gérard Villefort"", ""fled"", ""Paris"", ""betrothal contract""]}]","{""1"": [""Noirtier secretly preserved the Saint-Méran betrothal contract in 1804."", ""In 1804, Noirtier held a grand ceremony to celebrate the signing of the Saint-Méran betrothal contract."", ""Noirtier was never involved with the Saint-Méran betrothal contract, which was instead destroyed by another family member in 1804.""], ""2"": [""Noirtier was never married and had no children, including Gérard Villefort."", ""Gérard Villefort was adopted by Noirtier after being abandoned at birth."", ""Noirtier is actually the uncle of Gérard Villefort, not his father.""], ""3"": [""Gérard Villefort remained in his hometown for several days after the burning of the betrothal contract, attending social gatherings and meeting with friends."", ""Instead of fleeing to Paris, Gérard decided to confront his family about the contract and sought their forgiveness."", ""Gérard Villefort was seen in the local market the very next morning, casually discussing the events of the previous night with neighbors.""]}"
1,In Search of the Castaways,Jacques Paganel,"At twelve, Jacques Paganel fell in love with geography after reading Captain Cook’s nautical journal; with a homemade telescope he studied the stars and papered his bedroom walls with maps he drew himself, earning his father’s scolding for neglecting “serious” pursuits.",consistent,"[{""claim_id"": 1, ""claim_text"": ""Jacques Paganel fell in love with geography at twelve."", ""keywords"": [""Jacques Paganel"", ""geography"", ""twelve""]}, {""claim_id"": 2, ""claim_text"": ""He read Captain Cook’s nautical journal."", ""keywords"": [""Captain Cook"", ""nautical journal"", ""reading""]}, {""claim_id"": 3, ""claim_text"": ""He studied the stars with a homemade telescope."", ""keywords"": [""studied"", ""stars"", ""homemade telescope""]}, {""claim_id"": 4, ""claim_text"": ""He papered his bedroom walls with maps he drew himself."", ""keywords"": [""bedroom walls"", ""maps"", ""drawn""]}, {""claim_id"": 5, ""claim_text"": ""His father scolded him for neglecting serious pursuits."", ""keywords"": [""father"", ""scolding"", ""serious pursuits""]}]","{""1"": [""Jacques Paganel had always despised geography, finding it tedious and uninteresting since he was a child."", ""At twelve, Jacques Paganel was more fascinated by the stars than the maps of the Earth, dreaming of becoming an astronomer instead."", ""Jacques Paganel never developed an interest in geography until he was well into his twenties, when he stumbled upon a travel book that changed his perspective.""], ""2"": [""He had never heard of Captain Cook or his nautical journal."", ""He was illiterate and could not read any books or journals."", ""He spent the entire day at the beach, completely unaware of Captain Cook's explorations.""], ""3"": [""He had never looked at the stars, preferring to keep his feet firmly on the ground."", ""His telescope was a high-end model, purchased from a prestigious astronomy shop."", ""Instead of studying the stars, he focused solely on the intricacies of terrestrial plants.""], ""4"": [""He left the walls of his bedroom bare, opting instead for plain white paint."", ""He covered his bedroom walls with posters of famous cities instead of his own maps."", ""He hired an artist to wallpaper his bedroom with intricate designs, completely avoiding any maps.""], ""5"": [""His father praised him for dedicating his time to leisure activities."", ""His father encouraged him to abandon serious pursuits in favor of his passions."", ""His father remained indifferent to his choices, never mentioning serious pursuits at all.""]}"
11,In Search of the Castaways,Jacques Paganel,One night he saw first mate Ayrton secretly meet slave-traders; while shadowing them he was slashed across the left forearm with a dagger.,contradict,"[{""claim_id"": 1, ""claim_text"": ""Jacques Paganel saw first mate Ayrton secretly meet slave-traders."", ""keywords"": [""Jacques Paganel"", ""Ayrton"", ""slave-traders""]}, {""claim_id"": 2, ""claim_text"": ""Jacques Paganel was slashed across the left forearm with a dagger."", ""keywords"": [""Jacques Paganel"", ""slashed"", ""left forearm"", ""dagger""]}, {""claim_id"": 3, ""claim_text"": ""Jacques Paganel was shadowing the slave-traders when he was attacked."", ""keywords"": [""Jacques Paganel"", ""shadowing"", ""slave-traders"", ""attacked""]}]","{""1"": [""Jacques Paganel was unaware of any meetings between first mate Ayrton and slave-traders."", ""First mate Ayrton openly denounced slave-traders in front of Jacques Paganel."", ""Jacques Paganel was convinced that Ayrton was working to rescue slaves rather than meet with traders.""], ""2"": [""Jacques Paganel emerged unscathed, his forearms untouched by any weapon."", ""The dagger missed Jacques Paganel entirely, leaving him unharmed."", ""Jacques Paganel had no injuries at all, his skin perfectly intact.""], ""3"": [""Jacques Paganel was openly negotiating with the slave-traders when he was greeted warmly."", ""Jacques Paganel was far away from the slave-traders when he was ambushed by a wild animal."", ""Jacques Paganel was leading a rescue mission against the slave-traders when he was celebrated by the locals.""]}"
65,In Search of the Castaways,Thalcave,"British officers marvelled that he handled canoe, coast and jungle with equal ease, shuttling supplies and so preparing his later berth on the Dartmouth.",consistent,"[{""claim_id"": 1, ""claim_text"": ""Thalcave handled canoe, coast and jungle with equal ease."", ""keywords"": [""Thalcave"", ""canoe"", ""coast"", ""jungle""]}, {""claim_id"": 2, ""claim_text"": ""Thalcave shuttled supplies."", ""keywords"": [""Thalcave"", ""shuttled"", ""supplies""]}, {""claim_id"": 3, ""claim_text"": ""Thalcave prepared for his later berth on the Dartmouth."", ""keywords"": [""Thalcave"", ""berth"", ""Dartmouth""]}]","{""1"": [""Thalcave struggled to navigate the canoe, often capsizing in the slightest current."", ""In the dense jungle, Thalcave became disoriented and lost, unable to find his way back."", ""When faced with the rocky coast, Thalcave hesitated, fearing the treacherous waves and sharp cliffs.""], ""2"": [""Thalcave refused to transport any supplies, insisting that it was too dangerous."", ""Despite the urgent need, Thalcave abandoned the mission and left the supplies behind."", ""Thalcave was known for hoarding supplies rather than distributing them.""], ""3"": [""Thalcave abandoned all plans for a journey on the Dartmouth."", ""Thalcave was unaware of any upcoming departure for the Dartmouth."", ""Thalcave had already secured a place on a different ship, leaving no room for the Dartmouth.""]}"
107,The Count of Monte Cristo,Noirtier,Napoleon’s triumph at Waterloo ended his hopes; in 1815 he withdrew from active plotting and turned to family affairs.,contradict,"[{""claim_id"": 1, ""claim_text"": ""Noirtier is a character in 'The Count of Monte Cristo'."", ""keywords"": [""Noirtier"", ""The Count of Monte Cristo""]}, {""claim_id"": 2, ""claim_text"": ""Noirtier is related to the protagonist, Edmond Dantès."", ""keywords"": [""Noirtier"", ""Edmond Dantès"", ""relationship""]}, {""claim_id"": 3, ""claim_text"": ""Noirtier is depicted as an elderly man who is paralyzed."", ""keywords"": [""Noirtier"", ""elderly"", ""paralyzed""]}]","{""1"": [""Noirtier never existed in the pages of 'The Count of Monte Cristo', as he was a character created for a different novel."", ""In 'The Count of Monte Cristo', Noirtier is mentioned only in passing as a fictional character from another story."", ""The character Noirtier was removed from all editions of 'The Count of Monte Cristo', making him nonexistent in the narrative.""], ""2"": [""The story shows that the opposite of 'Noirtier is related to the protagonist, Edmond Dantès.' is true."", ""Events in the novel contradict the idea that 'Noirtier is related to the protagonist, Edmond Dantès.'."", ""The narrative provides evidence against 'Noirtier is related to the protagonist, Edmond Dantès.'.""], ""3"": [""Noirtier is portrayed as a vigorous young man full of life and energy."", ""Noirtier moves freely and actively engages in various activities without any physical limitations."", ""Noirtier is described as a middle-aged man with full mobility and strength.""]}"
